Year,Month,Day,MinTemp,MaxTemp,Precipitation,Snowfall
1869,3,26,39,83,0,0
1869,3,27,89,156,198,0
1869,3,28,50,128,0,0
1869,3,29,39,44,0,0
1869,3,30,44,117,292,0
1869,3,31,33,78,10,0
1869,4,1,22,89,3,0
1869,4,2,33,61,109,0
1869,4,3,33,50,0,0
1869,4,4,-11,0,0,0
1869,4,5,22,100,0,0
1869,4,6,56,117,0,0
1869,4,7,28,67,76,0
1869,4,8,22,111,0,0
1869,4,9,6,83,0,0
1869,4,10,11,83,0,0
1869,4,11,17,44,0,0
1869,4,12,33,89,0,0
1869,4,13,0,72,0,0
1869,4,14,17,78,0,0
1869,4,15,33,122,0,0
1869,4,16,100,194,0,0
1869,4,17,100,139,10,0
1869,4,18,111,217,0,0
1869,4,19,133,244,0,0
1869,4,20,133,200,30,0
1869,4,21,139,156,20,0
1869,4,22,83,139,0,0
1869,4,23,100,161,0,0
1869,4,24,150,228,0,0
1869,4,25,122,133,0,0
1869,4,26,117,217,0,0
1869,4,27,156,217,0,0
1869,4,28,161,206,13,0
1869,4,29,67,122,91,0
1869,4,30,56,128,0,0
1869,4,31,-9999,-9999,-9999,-9999
1869,5,1,56,78,147,0
1869,5,2,-9999,-9999,178,0
1869,5,3,-9999,-9999,5,0
1869,5,4,-9999,-9999,0,0
1869,5,5,-9999,-9999,0,0
1869,5,6,-9999,-9999,0,0
1869,5,7,-9999,-9999,0,0
1869,5,8,-9999,-9999,0,0
1869,5,9,117,183,0,0
1869,5,10,111,189,0,0
1869,5,11,139,239,0,0
1869,5,12,183,267,0,0
1869,5,13,156,172,30,0
1869,5,14,144,217,0,0
1869,5,15,144,206,38,0
1869,5,16,133,167,127,0
1869,5,17,117,161,0,0
1869,5,18,117,167,0,0
1869,5,19,94,117,221,0
1869,5,20,128,172,0,0
1869,5,21,106,161,69,0
1869,5,22,89,150,48,0
1869,5,23,100,183,0,0
1869,5,24,139,233,0,0
1869,5,25,172,267,0,0
1869,5,26,200,289,102,0
1869,5,27,100,161,0,0
1869,5,28,111,144,18,0
1869,5,29,122,233,0,0
1869,5,30,156,194,36,0
1869,5,31,167,267,36,0
1869,6,1,211,261,0,0
1869,6,2,178,211,20,0
1869,6,3,189,283,0,0
1869,6,4,172,228,0,0
1869,6,5,189,278,20,0
1869,6,6,156,183,0,0
1869,6,7,128,183,0,0
1869,6,8,128,139,84,0
1869,6,9,133,178,0,0
1869,6,10,122,144,48,0
1869,6,11,139,200,3,0
1869,6,12,150,206,3,0
1869,6,13,183,233,0,0
1869,6,14,194,244,236,0
1869,6,15,189,206,15,0
1869,6,16,161,200,0,0
1869,6,17,167,233,0,0
1869,6,18,206,256,0,0
1869,6,19,222,278,0,0
1869,6,20,200,256,0,0
1869,6,21,211,278,389,0
1869,6,22,161,172,5,0
1869,6,23,183,222,0,0
1869,6,24,206,250,3,0
1869,6,25,206,261,0,0
1869,6,26,228,267,5,0
1869,6,27,222,272,170,0
1869,6,28,200,306,51,0
1869,6,29,217,278,0,0
1869,6,30,217,256,66,0
1869,6,31,-9999,-9999,-9999,-9999
1869,7,1,167,200,0,0
1869,7,2,178,244,0,0
1869,7,3,211,289,107,0
1869,7,4,222,283,0,0
1869,7,5,183,228,0,0
1869,7,6,189,233,0,0
1869,7,7,172,239,0,0
1869,7,8,189,267,0,0
1869,7,9,189,222,132,0
1869,7,10,211,278,0,0
1869,7,11,228,311,0,0
1869,7,12,189,244,0,0
1869,7,13,211,267,25,0
1869,7,14,183,189,46,0
1869,7,15,217,278,13,0
1869,7,16,256,333,97,0
1869,7,17,250,289,0,0
1869,7,18,222,244,0,0
1869,7,19,211,222,0,0
1869,7,20,194,200,10,0
1869,7,21,194,267,163,0
1869,7,22,167,217,0,0
1869,7,23,189,239,0,0
1869,7,24,172,267,0,0
1869,7,25,222,272,0,0
1869,7,26,228,244,140,0
1869,7,27,239,289,58,0
1869,7,28,217,278,0,0
1869,7,29,217,256,23,0
1869,7,30,167,233,0,0
1869,7,31,178,244,0,0
1869,8,1,194,256,0,0
1869,8,2,183,244,0,0
1869,8,3,233,289,0,0
1869,8,4,206,256,0,0
1869,8,5,194,222,94,0
1869,8,6,133,194,0,0
1869,8,7,144,194,0,0
1869,8,8,139,239,0,0
1869,8,9,178,250,0,0
1869,8,10,183,267,0,0
1869,8,11,194,283,0,0
1869,8,12,211,272,0,0
1869,8,13,211,250,160,0
1869,8,14,200,261,0,0
1869,8,15,217,272,124,0
1869,8,16,206,244,0,0
1869,8,17,167,194,20,0
1869,8,18,172,222,0,0
1869,8,19,194,278,0,0
1869,8,20,222,339,0,0
1869,8,21,244,350,13,0
1869,8,22,200,222,0,0
1869,8,23,189,233,0,0
1869,8,24,189,250,0,0
1869,8,25,194,256,0,0
1869,8,26,200,261,0,0
1869,8,27,178,239,0,0
1869,8,28,256,278,36,0
1869,8,29,222,256,0,0
1869,8,30,167,206,0,0
1869,8,31,144,194,0,0
1869,9,1,106,150,0,0
1869,9,2,128,167,0,0
1869,9,3,139,217,0,0
1869,9,4,183,256,0,0
1869,9,5,172,256,0,0
1869,9,6,183,244,10,0
1869,9,7,222,261,23,0
1869,9,8,233,244,61,0
1869,9,9,178,200,0,0
1869,9,10,139,200,0,0
1869,9,11,144,217,0,0
1869,9,12,150,228,0,0
1869,9,13,178,250,0,0
1869,9,14,178,228,0,0
1869,9,15,161,222,0,0
1869,9,16,172,244,0,0
1869,9,17,183,189,185,0
1869,9,18,167,189,0,0
1869,9,19,172,239,0,0
1869,9,20,194,300,0,0
1869,9,21,183,228,3,0
1869,9,22,161,172,76,0
1869,9,23,167,200,0,0
1869,9,24,161,217,0,0
1869,9,25,172,217,0,0
1869,9,26,150,217,13,0
1869,9,27,100,133,343,0
1869,9,28,78,133,0,0
1869,9,29,106,183,0,0
1869,9,30,128,211,0,0
1869,9,31,-9999,-9999,-9999,-9999
1869,10,1,128,233,0,0
1869,10,2,128,211,3,0
1869,10,3,167,217,467,0
1869,10,4,122,211,523,0
1869,10,5,100,150,0,0
1869,10,6,78,161,0,0
1869,10,7,89,172,0,0
1869,10,8,117,211,0,0
1869,10,9,111,189,0,0
1869,10,10,144,206,323,0
1869,10,11,117,172,0,0
1869,10,12,117,178,0,0
1869,10,13,78,178,112,0
1869,10,14,56,144,0,0
1869,10,15,106,161,76,0
1869,10,16,67,117,3,0
1869,10,17,44,150,0,0
1869,10,18,72,117,0,0
1869,10,19,50,94,0,0
1869,10,20,28,89,0,0
1869,10,21,33,111,0,0
1869,10,22,33,144,0,0
1869,10,23,83,167,130,0
1869,10,24,-9999,-9999,0,0
1869,10,25,-9999,-9999,0,0
1869,10,26,-9999,-9999,0,0
1869,10,27,-9999,-9999,0,0
1869,10,28,-9999,-9999,3,0
1869,10,29,-9999,-9999,8,0
1869,10,30,-9999,-9999,0,0
1869,10,31,0,50,0,0
1869,11,1,-11,50,0,0
1869,11,2,33,100,0,0
1869,11,3,44,111,0,0
1869,11,4,56,161,0,0
1869,11,5,83,117,5,0
1869,11,6,56,89,0,0
1869,11,7,-6,61,0,0
1869,11,8,-6,39,0,0
1869,11,9,17,67,0,0
1869,11,10,-6,50,0,0
1869,11,11,11,61,0,0
1869,11,12,22,61,0,0
1869,11,13,28,78,0,0
1869,11,14,17,44,0,0
1869,11,15,6,28,0,0
1869,11,16,0,56,0,0
1869,11,17,22,144,229,0
1869,11,18,28,56,0,0
1869,11,19,11,111,3,0
1869,11,20,61,133,46,0
1869,11,21,17,67,0,0
1869,11,22,0,61,0,0
1869,11,23,56,83,20,0
1869,11,24,-17,72,173,0
1869,11,25,-33,22,0,0
1869,11,26,-22,44,0,0
1869,11,27,28,61,36,0
1869,11,28,11,44,0,0
1869,11,29,6,72,0,0
1869,11,30,72,139,5,0
1869,11,31,-9999,-9999,-9999,-9999
1869,12,1,6,167,18,0
1869,12,2,-44,6,0,0
1869,12,3,-89,-17,8,8
1869,12,4,-94,28,0,0
1869,12,5,17,39,20,0
1869,12,6,-61,11,180,127
1869,12,7,-100,-33,0,0
1869,12,8,-56,11,0,0
1869,12,9,-39,39,0,0
1869,12,10,-83,67,0,0
1869,12,11,-39,72,0,0
1869,12,12,0,56,0,0
1869,12,13,-11,56,0,0
1869,12,14,-33,0,0,0
1869,12,15,-44,22,0,0
1869,12,16,28,94,152,0
1869,12,17,17,56,0,0
1869,12,18,6,67,178,0
1869,12,19,0,28,5,0
1869,12,20,-22,6,0,0
1869,12,21,-28,28,3,0
1869,12,22,-6,133,254,0
1869,12,23,-17,89,0,0
1869,12,24,-28,22,0,0
1869,12,25,-17,22,10,0
1869,12,26,11,83,290,0
1869,12,27,50,78,99,0
1869,12,28,44,94,58,0
1869,12,29,28,44,0,0
1869,12,30,17,78,0,0
1869,12,31,28,78,0,0
1870,1,1,11,61,20,0
1870,1,2,33,122,300,0
1870,1,3,17,50,0,0
1870,1,4,-17,17,0,0
1870,1,5,-28,11,0,0
1870,1,6,-6,67,15,0
1870,1,7,-33,17,28,0
1870,1,8,-78,11,25,25
1870,1,9,-83,-22,0,0
1870,1,10,-33,28,0,0
1870,1,11,-11,78,0,0
1870,1,12,56,100,0,0
1870,1,13,-6,111,0,0
1870,1,14,-78,-11,8,0
1870,1,15,-11,94,81,0
1870,1,16,33,78,0,0
1870,1,17,28,133,38,0
1870,1,18,22,89,0,0
1870,1,19,-11,56,0,0
1870,1,20,-22,72,0,0
1870,1,21,0,67,0,0
1870,1,22,-6,67,0,0
1870,1,23,67,144,8,0
1870,1,24,17,94,13,0
1870,1,25,22,89,338,0
1870,1,26,22,122,0,0
1870,1,27,22,106,0,0
1870,1,28,-6,56,0,0
1870,1,29,0,50,236,0
1870,1,30,33,61,0,0
1870,1,31,-11,17,10,3
1870,2,1,-50,17,0,0
1870,2,2,-50,56,0,0
1870,2,3,-44,28,0,0
1870,2,4,-78,-39,0,0
1870,2,5,-61,-6,0,0
1870,2,6,-28,17,0,0
1870,2,7,-22,39,0,0
1870,2,8,-22,0,208,203
1870,2,9,-28,11,0,0
1870,2,10,-28,28,0,0
1870,2,11,-50,28,0,0
1870,2,12,-11,78,8,0
1870,2,13,-44,17,0,0
1870,2,14,-44,83,102,0
1870,2,15,17,83,107,0
1870,2,16,0,61,0,0
1870,2,17,-11,78,0,0
1870,2,18,0,111,104,0
1870,2,19,-33,6,0,0
1870,2,20,-28,78,145,0
1870,2,21,-111,-83,0,0
1870,2,22,-122,-56,0,0
1870,2,23,-72,33,0,0
1870,2,24,-89,6,0,0
1870,2,25,-106,-6,0,0
1870,2,26,-28,28,0,0
1870,2,27,-22,6,8,0
1870,2,28,-33,33,38,33
1870,2,29,-9999,-9999,-9999,-9999
1870,2,30,-9999,-9999,-9999,-9999
1870,2,31,-9999,-9999,-9999,-9999
1870,3,1,0,22,0,0
1870,3,2,-50,0,0,0
1870,3,3,-56,6,0,0
1870,3,4,-72,-11,10,0
1870,3,5,-50,-11,5,13
1870,3,6,-61,22,18,0
1870,3,7,-17,0,127,152
1870,3,8,-22,11,0,0
1870,3,9,-39,17,0,0
1870,3,10,-33,44,0,0
1870,3,11,-33,-6,0,0
1870,3,12,-39,-6,15,0
1870,3,13,-39,-17,114,76
1870,3,14,-28,33,0,0
1870,3,15,-22,67,0,0
1870,3,16,-44,56,229,0
1870,3,17,-72,-6,3,3
1870,3,18,-11,33,0,0
1870,3,19,-22,72,0,0
1870,3,20,6,94,0,0
1870,3,21,33,133,10,0
1870,3,22,39,94,0,0
1870,3,23,-6,39,0,0
1870,3,24,-11,50,0,0
1870,3,25,-28,67,0,0
1870,3,26,-22,61,0,0
1870,3,27,22,83,287,0
1870,3,28,44,83,28,0
1870,3,29,39,94,0,0
1870,3,30,44,100,0,0
1870,3,31,56,106,0,0
1870,4,1,50,106,0,0
1870,4,2,28,78,234,0
1870,4,3,39,78,56,0
1870,4,4,11,17,109,64
1870,4,5,17,33,221,0
1870,4,6,22,83,43,0
1870,4,7,50,111,0,0
1870,4,8,67,156,0,0
1870,4,9,94,172,0,0
1870,4,10,67,156,0,0
1870,4,11,67,89,145,0
1870,4,12,78,178,43,0
1870,4,13,72,200,0,0
1870,4,14,133,228,0,0
1870,4,15,161,233,0,0
1870,4,16,44,100,0,0
1870,4,17,44,94,203,0
1870,4,18,72,133,112,0
1870,4,19,50,100,0,0
1870,4,20,67,133,0,0
1870,4,21,67,139,3,0
1870,4,22,50,172,0,0
1870,4,23,83,144,0,0
1870,4,24,72,183,0,0
1870,4,25,83,133,0,0
1870,4,26,67,206,0,0
1870,4,27,106,244,0,0
1870,4,28,111,267,119,0
1870,4,29,89,117,10,0
1870,4,30,89,172,0,0
1870,4,31,-9999,-9999,-9999,-9999
1870,5,1,94,206,0,0
1870,5,2,122,217,0,0
1870,5,3,117,178,0,0
1870,5,4,122,267,15,0
1870,5,5,100,161,0,0
1870,5,6,111,183,41,0
1870,5,7,111,156,20,0
1870,5,8,94,133,0,0
1870,5,9,100,139,5,0
1870,5,10,83,100,117,0
1870,5,11,78,100,86,0
1870,5,12,83,194,0,0
1870,5,13,117,206,0,0
1870,5,14,128,261,0,0
1870,5,15,172,289,0,0
1870,5,16,172,300,0,0
1870,5,17,117,172,0,0
1870,5,18,106,178,0,0
1870,5,19,128,239,0,0
1870,5,20,167,256,41,0
1870,5,21,156,244,25,0
1870,5,22,117,211,0,0
1870,5,23,117,200,0,0
1870,5,24,161,239,10,0
1870,5,25,167,261,0,0
1870,5,26,139,211,0,0
1870,5,27,106,150,33,0
1870,5,28,100,156,25,0
1870,5,29,139,161,46,0
1870,5,30,139,178,0,0
1870,5,31,128,217,0,0
1870,6,1,161,211,0,0
1870,6,2,172,233,0,0
1870,6,3,156,206,8,0
1870,6,4,161,261,0,0
1870,6,5,167,250,3,0
1870,6,6,178,278,0,0
1870,6,7,183,233,25,0
1870,6,8,194,289,0,0
1870,6,9,183,222,0,0
1870,6,10,139,161,267,0
1870,6,11,133,183,51,0
1870,6,12,144,244,5,0
1870,6,13,161,233,8,0
1870,6,14,194,267,0,0
1870,6,15,200,272,48,0
1870,6,16,211,272,0,0
1870,6,17,194,256,33,0
1870,6,18,200,317,0,0
1870,6,19,233,294,0,0
1870,6,20,206,311,20,0
1870,6,21,161,222,3,0
1870,6,22,139,250,0,0
1870,6,23,206,294,0,0
1870,6,24,233,328,0,0
1870,6,25,239,344,0,0
1870,6,26,206,300,0,0
1870,6,27,200,294,236,0
1870,6,28,233,344,10,0
1870,6,29,250,322,0,0
1870,6,30,228,311,0,0
1870,6,31,-9999,-9999,-9999,-9999
1870,7,1,172,272,5,0
1870,7,2,167,228,0,0
1870,7,3,150,178,61,0
1870,7,4,156,239,0,0
1870,7,5,172,250,0,0
1870,7,6,211,267,0,0
1870,7,7,217,256,69,0
1870,7,8,178,244,254,0
1870,7,9,167,267,0,0
1870,7,10,194,272,0,0
1870,7,11,211,300,0,0
1870,7,12,217,311,56,0
1870,7,13,211,306,0,0
1870,7,14,228,311,0,0
1870,7,15,222,283,0,0
1870,7,16,222,306,15,0
1870,7,17,278,339,0,0
1870,7,18,250,333,0,0
1870,7,19,250,322,0,0
1870,7,20,211,272,0,0
1870,7,21,228,317,102,0
1870,7,22,211,311,0,0
1870,7,23,233,333,0,0
1870,7,24,256,328,0,0
1870,7,25,256,339,0,0
1870,7,26,256,333,0,0
1870,7,27,206,278,0,0
1870,7,28,200,283,394,0
1870,7,29,239,300,0,0
1870,7,30,194,261,0,0
1870,7,31,206,272,0,0
1870,8,1,217,278,0,0
1870,8,2,222,300,0,0
1870,8,3,222,294,0,0
1870,8,4,222,272,91,0
1870,8,5,200,283,0,0
1870,8,6,250,311,0,0
1870,8,7,239,317,0,0
1870,8,8,233,294,0,0
1870,8,9,239,300,0,0
1870,8,10,239,294,64,0
1870,8,11,239,278,295,0
1870,8,12,228,311,0,0
1870,8,13,178,278,183,0
1870,8,14,156,217,76,0
1870,8,15,161,261,0,0
1870,8,16,189,261,0,0
1870,8,17,194,278,0,0
1870,8,18,189,306,0,0
1870,8,19,222,306,0,0
1870,8,20,211,300,0,0
1870,8,21,183,267,0,0
1870,8,22,172,250,0,0
1870,8,23,178,239,0,0
1870,8,24,200,239,3,0
1870,8,25,217,322,61,0
1870,8,26,167,250,8,0
1870,8,27,144,233,0,0
1870,8,28,161,228,0,0
1870,8,29,200,300,0,0
1870,8,30,200,267,0,0
1870,8,31,178,256,0,0
1870,9,1,172,283,0,0
1870,9,2,183,283,0,0
1870,9,3,189,267,0,0
1870,9,4,178,267,0,0
1870,9,5,167,228,0,0
1870,9,6,150,233,0,0
1870,9,7,156,256,0,0
1870,9,8,156,217,0,0
1870,9,9,150,200,0,0
1870,9,10,156,239,0,0
1870,9,11,117,206,0,0
1870,9,12,111,239,0,0
1870,9,13,128,244,0,0
1870,9,14,139,272,0,0
1870,9,15,156,244,0,0
1870,9,16,189,256,0,0
1870,9,17,172,206,216,0
1870,9,18,172,239,10,0
1870,9,19,150,206,0,0
1870,9,20,122,233,0,0
1870,9,21,144,228,0,0
1870,9,22,117,222,0,0
1870,9,23,139,267,0,0
1870,9,24,178,294,0,0
1870,9,25,200,294,0,0
1870,9,26,172,239,0,0
1870,9,27,172,250,0,0
1870,9,28,167,250,0,0
1870,9,29,178,222,0,0
1870,9,30,172,211,414,0
1870,9,31,-9999,-9999,-9999,-9999
1870,10,1,172,244,5,0
1870,10,2,156,183,0,0
1870,10,3,150,167,206,0
1870,10,4,150,222,0,0
1870,10,5,128,200,0,0
1870,10,6,111,150,0,0
1870,10,7,94,128,0,0
1870,10,8,100,172,0,0
1870,10,9,94,211,0,0
1870,10,10,100,211,0,0
1870,10,11,122,194,76,0
1870,10,12,167,211,485,0
1870,10,13,111,178,3,0
1870,10,14,100,178,0,0
1870,10,15,106,194,0,0
1870,10,16,117,217,0,0
1870,10,17,122,200,0,0
1870,10,18,72,183,0,0
1870,10,19,56,122,0,0
1870,10,20,106,189,236,0
1870,10,21,83,128,0,0
1870,10,22,83,161,0,0
1870,10,23,78,161,0,0
1870,10,24,100,172,0,0
1870,10,25,106,200,0,0
1870,10,26,33,161,30,0
1870,10,27,6,133,15,0
1870,10,28,89,150,5,0
1870,10,29,44,111,0,0
1870,10,30,17,106,18,0
1870,10,31,89,150,183,0
1870,11,1,67,133,0,0
1870,11,2,83,167,91,0
1870,11,3,78,161,0,0
1870,11,4,50,156,0,0
1870,11,5,83,133,3,0
1870,11,6,33,94,0,0
1870,11,7,44,122,0,0
1870,11,8,33,144,0,0
1870,11,9,61,194,66,0
1870,11,10,28,72,0,0
1870,11,11,11,117,0,0
1870,11,12,50,144,0,0
1870,11,13,61,128,0,0
1870,11,14,44,117,0,0
1870,11,15,28,72,0,0
1870,11,16,-11,83,0,0
1870,11,17,28,78,0,0
1870,11,18,22,78,0,0
1870,11,19,-17,11,0,0
1870,11,20,-11,61,0,0
1870,11,21,39,100,0,0
1870,11,22,22,78,353,0
1870,11,23,44,100,23,0
1870,11,24,22,67,0,0
1870,11,25,28,83,38,0
1870,11,26,39,94,41,0
1870,11,27,44,167,0,0
1870,11,28,67,156,0,0
1870,11,29,61,183,0,0
1870,11,30,33,94,0,0
1870,11,31,-9999,-9999,-9999,-9999
1870,12,1,6,106,0,0
1870,12,2,39,122,0,0
1870,12,3,50,83,0,0
1870,12,4,44,139,0,0
1870,12,5,61,128,0,0
1870,12,6,50,94,0,0
1870,12,7,33,72,23,0
1870,12,8,28,78,0,0
1870,12,9,11,56,0,0
1870,12,10,-6,56,0,0
1870,12,11,-22,50,15,0
1870,12,12,50,111,282,0
1870,12,13,67,94,0,0
1870,12,14,33,67,0,0
1870,12,15,-17,33,0,0
1870,12,16,-44,0,0,0
1870,12,17,-39,6,0,0
1870,12,18,-17,33,0,0
1870,12,19,-28,56,79,0
1870,12,20,22,67,117,0
1870,12,21,-72,33,0,0
1870,12,22,-83,-28,0,0
1870,12,23,-83,-44,0,0
1870,12,24,-94,-44,0,0
1870,12,25,-94,-39,0,0
1870,12,26,-56,-6,0,0
1870,12,27,-72,-11,0,0
1870,12,28,-61,0,25,0
1870,12,29,-111,-50,0,0
1870,12,30,-122,-11,13,0
1870,12,31,-17,56,0,0
1871,1,1,-11,39,0,0
1871,1,2,-6,56,0,0
1871,1,3,-33,17,0,0
1871,1,4,-67,-11,0,0
1871,1,5,-50,89,0,0
1871,1,6,0,89,28,0
1871,1,7,-67,0,0,0
1871,1,8,-100,-61,3,0
1871,1,9,-128,-78,0,0
1871,1,10,-161,-44,0,0
1871,1,11,-67,11,0,0
1871,1,12,0,100,0,0
1871,1,13,11,78,0,0
1871,1,14,11,72,0,0
1871,1,15,33,44,23,0
1871,1,16,61,106,99,0
1871,1,17,-33,28,0,0
1871,1,18,-17,6,0,0
1871,1,19,-67,-6,0,0
1871,1,20,-44,22,0,0
1871,1,21,0,72,53,10
1871,1,22,-117,33,0,0
1871,1,23,-178,-117,43,0
1871,1,24,-150,-67,8,76
1871,1,25,-122,-50,0,0
1871,1,26,-167,-100,183,0
1871,1,27,-106,-6,5,229
1871,1,28,-72,-39,20,76
1871,1,29,-67,22,18,13
1871,1,30,-22,56,0,0
1871,1,31,-28,44,43,0
1871,2,1,17,78,5,0
1871,2,2,-44,50,0,0
1871,2,3,11,39,0,0
1871,2,4,-128,39,0,0
1871,2,5,-167,-117,0,0
1871,2,6,-178,-89,0,0
1871,2,7,-122,-11,0,0
1871,2,8,-56,0,28,3
1871,2,9,0,89,0,0
1871,2,10,-50,33,0,0
1871,2,11,-67,-6,0,0
1871,2,12,-56,-50,102,127
1871,2,13,-50,-22,0,0
1871,2,14,-72,-44,94,178
1871,2,15,-44,22,0,0
1871,2,16,-17,61,0,0
1871,2,17,-11,56,0,0
1871,2,18,44,94,241,0
1871,2,19,-33,44,0,0
1871,2,20,17,72,15,0
1871,2,21,-72,56,41,0
1871,2,22,-117,-6,0,0
1871,2,23,-94,44,0,0
1871,2,24,-6,83,0,0
1871,2,25,56,117,0,0
1871,2,26,6,89,132,0
1871,2,27,11,78,38,0
1871,2,28,-28,44,0,0
1871,2,29,-9999,-9999,-9999,-9999
1871,2,30,-9999,-9999,-9999,-9999
1871,2,31,-9999,-9999,-9999,-9999
1871,3,1,33,150,0,0
1871,3,2,22,111,0,0
1871,3,3,22,172,36,0
1871,3,4,11,56,30,3
1871,3,5,0,117,0,0
1871,3,6,44,94,43,0
1871,3,7,28,111,0,0
1871,3,8,0,83,5,0
1871,3,9,44,156,5,0
1871,3,10,89,167,38,0
1871,3,11,44,128,36,0
1871,3,12,44,122,112,0
1871,3,13,22,117,0,0
1871,3,14,22,106,5,0
1871,3,15,11,67,140,0
1871,3,16,28,39,5,0
1871,3,17,28,111,79,0
1871,3,18,50,117,84,0
1871,3,19,56,183,0,0
1871,3,20,22,83,91,0
1871,3,21,28,94,500,0
1871,3,22,39,133,0,0
1871,3,23,28,122,0,0
1871,3,24,6,83,0,0
1871,3,25,6,89,0,0
1871,3,26,6,94,66,0
1871,3,27,6,72,104,0
1871,3,28,0,39,0,0
1871,3,29,-6,106,0,0
1871,3,30,50,100,28,0
1871,3,31,44,111,0,0
1871,4,1,11,50,140,0
1871,4,2,6,83,15,51
1871,4,3,33,111,0,0
1871,4,4,50,167,140,0
1871,4,5,28,128,0,0
1871,4,6,6,139,0,0
1871,4,7,61,161,0,0
1871,4,8,78,294,0,0
1871,4,9,167,283,0,0
1871,4,10,128,267,0,0
1871,4,11,72,178,89,0
1871,4,12,72,144,0,0
1871,4,13,83,178,3,0
1871,4,14,61,156,0,0
1871,4,15,61,161,3,0
1871,4,16,44,133,0,0
1871,4,17,17,122,0,0
1871,4,18,44,172,0,0
1871,4,19,94,139,3,0
1871,4,20,78,172,36,0
1871,4,21,122,211,15,0
1871,4,22,83,139,0,0
1871,4,23,61,128,0,0
1871,4,24,56,167,0,0
1871,4,25,72,189,0,0
1871,4,26,106,206,0,0
1871,4,27,56,89,259,0
1871,4,28,56,106,69,0
1871,4,29,83,172,0,0
1871,4,30,111,217,0,0
1871,4,31,-9999,-9999,-9999,-9999
1871,5,1,106,183,0,0
1871,5,2,100,211,0,0
1871,5,3,89,156,38,0
1871,5,4,72,89,229,0
1871,5,5,67,94,338,0
1871,5,6,72,122,147,0
1871,5,7,78,156,74,0
1871,5,8,56,133,0,0
1871,5,9,78,122,0,0
1871,5,10,67,172,0,0
1871,5,11,61,172,0,0
1871,5,12,89,200,0,0
1871,5,13,78,228,0,0
1871,5,14,50,167,0,0
1871,5,15,94,200,0,0
1871,5,16,94,206,38,0
1871,5,17,111,211,0,0
1871,5,18,78,211,0,0
1871,5,19,100,250,0,0
1871,5,20,150,256,0,0
1871,5,21,139,244,0,0
1871,5,22,139,239,0,0
1871,5,23,133,217,0,0
1871,5,24,106,239,0,0
1871,5,25,111,244,0,0
1871,5,26,183,294,0,0
1871,5,27,156,283,0,0
1871,5,28,139,233,0,0
1871,5,29,156,283,0,0
1871,5,30,206,333,0,0
